id,host_id,price,neighbourhood,room_type,number_of_reviews,property_type,accommodates,bedrooms,bathrooms,price_raw,price_outlier_iqr
13188,51466,138.0,Riley Park,Entire home/apt,381,Entire guest suite,4,0.0,1.0,$138.00,False
18270,70437,47.0,Mount Pleasant,Private room,118,Private room in condo,2,1.0,1.0,$47.00,False
18589,71508,140.0,Grandview-Woodland,Private room,632,Private room in home,2,1.0,1.0,$140.00,False
18795,70137,75.0,West End,Private room,131,Private room in home,2,1.0,1.0,$75.00,False
20085,75986,136.0,Kensington-Cedar Cottage,Entire home/apt,80,Entire guest suite,3,2.0,1.0,$136.00,False
24273,1267409,171.0,Kitsilano,Entire home/apt,17,Entire rental unit,6,2.0,1.0,$171.00,False
26047,109845,234.0,Downtown,Entire home/apt,49,Entire condo,2,1.0,1.0,$234.00,False
33150,143724,155.0,Riley Park,Entire home/apt,176,Entire rental unit,3,1.0,1.0,$155.00,False
35102,2283739,110.0,Downtown,Entire home/apt,78,Entire condo,4,2.0,2.0,$110.00,False
35304,151996,137.0,Grandview-Woodland,Entire home/apt,656,Entire home,2,1.0,1.0,$137.00,False
42645,109845,170.0,Downtown,Entire home/apt,35,Entire condo,3,1.0,1.0,$170.00,False
73841,386761,120.0,Downtown,Entire home/apt,29,Entire condo,4,1.0,1.0,$120.00,False
77157,412802,192.0,Arbutus Ridge,Entire home/apt,871,Entire guest suite,5,1.0,1.0,$192.00,False
139705,516733,50.0,Hastings-Sunrise,Private room,0,Private room in home,1,1.0,1.0,$50.00,False
140698,69640,120.0,Mount Pleasant,Private room,208,Private room in home,2,1.0,1.0,$120.00,False
248014,1299977,100.0,Grandview-Woodland,Entire home/apt,1,Entire home,3,2.0,1.0,$100.00,False
256178,1267409,171.0,Kitsilano,Entire home/apt,24,Entire home,7,2.0,1.0,$171.00,False
322824,1652613,150.0,Downtown,Entire home/apt,157,Entire condo,2,1.0,1.0,$150.00,False
359942,1200456,265.0,Downtown,Private room,46,Private room in rental unit,2,2.0,1.0,$265.00,False
436032,2165986,249.0,Downtown Eastside,Entire home/apt,218,Entire loft,4,2.0,1.0,$249.00,False
461386,1200456,226.0,Killarney,Private room,54,Private room in home,2,1.0,1.0,$226.00,False
464172,2189535,216.0,Hastings-Sunrise,Entire home/apt,45,Entire home,4,2.0,1.0,$216.00,False
475296,2356016,414.0,Downtown Eastside,Entire home/apt,255,Entire loft,2,1.0,1.5,$414.00,False
496298,2451689,119.0,Downtown,Entire home/apt,171,Entire rental unit,3,1.0,1.0,$119.00,False
498112,2459577,550.0,Kensington-Cedar Cottage,Entire home/apt,48,Entire home,8,4.0,2.0,$550.00,True
507767,2502595,186.0,Downtown,Entire home/apt,7,Entire serviced apartment,4,1.0,1.0,$186.00,False
540348,2655554,440.0,Kensington-Cedar Cottage,Entire home/apt,138,Entire home,6,3.0,1.0,$440.00,True
557357,525761,80.0,Grandview-Woodland,Entire home/apt,193,Entire home,2,1.0,1.0,$80.00,False
622217,3084195,724.0,Downtown,Entire home/apt,71,Entire condo,6,3.0,2.0,$724.00,True
625396,3102862,280.0,Kitsilano,Entire home/apt,247,Entire home,2,1.0,1.0,$280.00,False
654744,2796859,190.0,West End,Entire home/apt,77,Entire rental unit,4,2.0,2.0,$190.00,False
654763,2459577,55.0,Kensington-Cedar Cottage,Entire home/apt,22,Entire guest suite,1,1.0,1.0,$55.00,False
703179,3246254,117.0,Downtown,Entire home/apt,188,Entire condo,2,1.0,1.0,$117.00,False
713271,3671073,135.0,West End,Entire home/apt,100,Entire rental unit,2,1.0,1.0,$135.00,False
731219,3804851,175.0,Kitsilano,Entire home/apt,14,Entire guesthouse,2,1.0,1.0,$175.00,False
771366,2502595,183.0,Downtown,Entire home/apt,13,Entire serviced apartment,2,0.0,1.0,$183.00,False
771380,2502595,270.0,Downtown,Entire home/apt,15,Entire serviced apartment,6,2.0,2.0,$270.00,False
784153,3211112,140.0,Kitsilano,Entire home/apt,65,Entire guest suite,2,1.0,1.0,$140.00,False
785297,3211112,121.0,Kitsilano,Private room,96,Private room in home,2,1.0,1.0,$121.00,False
801222,4217281,84.0,Fairview,Entire home/apt,26,Entire guest suite,2,1.0,1.0,$84.00,False
875309,4621004,375.0,Kitsilano,Entire home/apt,38,Entire home,5,2.0,1.5,$375.00,False
880390,4655969,112.0,Kensington-Cedar Cottage,Private room,10,Private room in home,2,1.0,1.0,$112.00,False
885600,4693732,135.0,Dunbar Southlands,Entire home/apt,338,Entire guest suite,2,1.0,1.0,$135.00,False
958090,1200456,468.0,Downtown,Entire home/apt,10,Entire rental unit,2,,1.0,$468.00,True
1032892,2378744,120.0,Grandview-Woodland,Private room,221,Private room in home,2,1.0,1.0,$120.00,False
1113551,5231060,780.0,Kitsilano,Entire home/apt,54,Entire home,8,4.0,2.0,$780.00,True
1118858,70137,75.0,West End,Private room,61,Private room in home,2,1.0,1.0,$75.00,False
1141457,6067405,152.0,Downtown Eastside,Entire home/apt,393,Entire guest suite,4,2.0,1.0,$152.00,False
1178149,6165412,117.0,Hastings-Sunrise,Entire home/apt,101,Entire guest suite,2,1.0,1.0,$117.00,False
1187929,6495937,196.0,Kensington-Cedar Cottage,Entire home/apt,140,Entire home,4,2.0,2.0,$196.00,False
1214617,6630357,188.0,Grandview-Woodland,Entire home/apt,279,Entire guest suite,4,2.0,1.0,$188.00,False
1229506,1742728,516.0,Grandview-Woodland,Entire home/apt,20,Entire home,6,3.0,2.5,$516.00,True
1229714,1200456,322.0,Downtown,Entire home/apt,3,Entire rental unit,4,1.0,1.0,$322.00,False
1273760,6033,223.0,Downtown,Private room,703,Room in boutique hotel,4,1.0,1.0,$223.00,False
1301620,7077434,150.0,Grandview-Woodland,Entire home/apt,240,Entire guest suite,4,0.0,1.0,$150.00,False
1343519,70137,75.0,West End,Private room,73,Private room in home,2,1.0,1.0,$75.00,False
1365609,7336501,440.0,West End,Entire home/apt,228,Entire condo,2,1.0,1.0,$440.00,True
1445664,10025,158.0,Hastings-Sunrise,Entire home/apt,7,Entire home,4,2.0,1.0,$158.00,False
1507975,51695,82.0,Riley Park,Private room,426,Private room in home,2,1.0,1.0,$82.00,False
1604919,8550324,160.0,West End,Entire home/apt,126,Entire rental unit,4,2.0,2.0,$160.00,False
1623556,8633501,108.0,Riley Park,Entire home/apt,393,Entire home,4,2.0,1.0,$108.00,False
1657214,8784861,250.0,Downtown Eastside,Entire home/apt,8,Entire loft,2,1.0,1.5,$250.00,False
1692124,61804583,184.0,Downtown Eastside,Entire home/apt,34,Entire condo,2,1.0,1.0,$184.00,False
1703616,8993938,188.0,Kitsilano,Entire home/apt,5,Entire rental unit,4,1.0,1.0,$188.00,False
1717967,9057463,252.0,Riley Park,Entire home/apt,411,Entire rental unit,4,2.0,1.0,$252.00,False
1733307,9131888,204.0,Downtown,Entire home/apt,220,Entire condo,5,1.0,1.0,$204.00,False
1768817,9041076,100.0,Riley Park,Entire home/apt,75,Entire guest suite,2,1.0,1.0,$100.00,False
1830733,9575419,225.0,Downtown Eastside,Entire home/apt,288,Entire guest suite,2,1.0,1.0,$225.00,False
1850984,1007186,200.0,Strathcona,Entire home/apt,57,Entire rental unit,4,2.0,1.0,$200.00,False
1995592,10285482,110.0,Kitsilano,Private room,392,Private room in home,4,2.0,1.0,$110.00,False
2011559,9372276,927.0,Kitsilano,Entire home/apt,49,Entire home,6,4.0,3.0,$927.00,True
2041582,1728615,583.0,Kitsilano,Entire home/apt,258,Entire rental unit,4,2.0,1.0,$583.00,True
2042431,9582918,120.0,Downtown,Entire home/apt,142,Entire rental unit,3,1.0,1.0,$120.00,False
2056676,7338933,110.0,Downtown,Entire home/apt,95,Entire rental unit,4,1.0,1.0,$110.00,False
2092610,1172047,111.0,Mount Pleasant,Entire home/apt,49,Entire condo,2,1.0,1.0,$111.00,False
2163742,5656886,76.0,Kensington-Cedar Cottage,Private room,169,Private room in condo,2,1.0,1.0,$76.00,False
2183209,11132986,201.0,Kitsilano,Entire home/apt,139,Entire rental unit,2,1.0,1.0,$201.00,False
2198419,11214436,140.0,Downtown,Entire home/apt,142,Entire rental unit,3,2.0,1.0,$140.00,False
2216062,11304608,100.0,West Point Grey,Entire home/apt,79,Entire rental unit,4,2.0,1.0,$100.00,False
2365994,12014048,150.0,West End,Entire home/apt,95,Entire rental unit,2,0.0,1.0,$150.00,False
2384083,12177673,205.0,Mount Pleasant,Entire home/apt,0,Entire home,4,3.0,2.0,$205.00,False
2468591,8999638,135.0,Downtown,Entire home/apt,11,Entire condo,2,1.0,1.0,$135.00,False
2472791,2385551,421.0,Kitsilano,Entire home/apt,29,Entire rental unit,3,1.0,1.0,$421.00,False
2532975,988889,175.0,Hastings-Sunrise,Entire home/apt,56,Entire rental unit,4,2.0,1.0,$175.00,False
2576878,4217281,90.0,Fairview,Entire home/apt,9,Entire guest suite,2,1.0,1.0,$90.00,False
2592307,13270979,159.0,South Cambie,Entire home/apt,862,Entire guest suite,2,1.0,1.0,$159.00,False
2653578,13584295,168.0,Downtown,Entire home/apt,576,Entire rental unit,2,1.0,1.0,$168.00,False
2669445,13664708,110.0,West Point Grey,Entire home/apt,16,Entire home,2,1.0,1.0,$110.00,False
2675179,11742636,563.0,Kitsilano,Entire home/apt,110,Entire home,4,2.0,2.0,$563.00,True
2764812,63434,292.0,Downtown,Entire home/apt,218,Entire condo,6,2.0,2.0,$292.00,False
2847310,6576530,235.0,Downtown Eastside,Entire home/apt,552,Entire loft,2,0.0,1.0,$235.00,False
2944104,7338933,100.0,Downtown,Entire home/apt,103,Entire rental unit,2,1.0,1.0,$100.00,False
2969182,13928045,608.0,Grandview-Woodland,Entire home/apt,5,Entire home,8,4.0,1.0,$608.00,True
3142563,10216651,137.0,Kitsilano,Entire home/apt,378,Entire guest suite,3,1.0,1.0,$137.00,False
3165779,8758780,200.0,Downtown,Entire home/apt,0,Entire rental unit,4,2.0,2.0,$200.00,False
3168686,1522256,276.0,Downtown,Entire home/apt,79,Entire loft,4,2.0,1.0,$276.00,False
3177610,8696545,400.0,Downtown,Entire home/apt,24,Entire condo,4,2.0,1.5,$400.00,False
3183304,4261957,65.0,Renfrew-Collingwood,Private room,61,Private room in home,2,1.0,1.0,$65.00,False
3215295,15434388,120.0,Riley Park,Entire home/apt,55,Entire guest suite,2,1.0,1.0,$120.00,False
3241017,834713,145.0,Downtown,Entire home/apt,185,Entire rental unit,2,1.0,1.0,$145.00,False
3309313,2502595,270.0,Downtown,Entire home/apt,7,Entire serviced apartment,6,2.0,2.0,$270.00,False
3340865,16862283,163.0,Dunbar Southlands,Entire home/apt,119,Entire home,3,1.0,1.0,$163.00,False
3445182,1259208,315.0,Fairview,Entire home/apt,0,Entire home,5,2.0,2.5,$315.00,False
3458717,17432096,427.0,Kitsilano,Entire home/apt,179,Entire home,6,3.0,4.5,$427.00,False
3479638,653436,38.0,Renfrew-Collingwood,Private room,32,Private room in home,1,1.0,1.0,$38.00,False
3594666,1200456,541.0,Downtown,Entire home/apt,12,Entire rental unit,4,2.0,1.0,$541.00,True
3621849,14989962,476.0,Hastings-Sunrise,Entire home/apt,359,Entire home,10,5.0,3.0,$476.00,True
3629071,13871489,156.0,Grandview-Woodland,Entire home/apt,838,Entire guest suite,2,1.0,1.0,$156.00,False
3638973,653436,55.0,Renfrew-Collingwood,Private room,25,Private room in home,2,1.0,1.0,$55.00,False
3678989,6602654,103.0,Grandview-Woodland,Entire home/apt,445,Entire guest suite,4,1.0,1.0,$103.00,False
3812348,16794128,120.0,Riley Park,Private room,849,Private room in home,2,1.0,1.0,$120.00,False
3857478,19900361,171.0,West End,Entire home/apt,202,Entire townhouse,3,1.0,1.0,$171.00,False
3859085,19854208,102.0,Mount Pleasant,Private room,566,Private room in home,1,1.0,1.0,$102.00,False
3902807,20209434,395.0,Kitsilano,Entire home/apt,0,Entire townhouse,4,2.0,2.0,$395.00,False
4000936,14253774,252.0,Riley Park,Entire home/apt,32,Entire guest suite,4,1.0,1.0,$252.00,False
4054111,504609,357.0,Mount Pleasant,Entire home/apt,343,Entire rental unit,4,2.0,2.0,$357.00,False
4104870,21294269,189.0,Grandview-Woodland,Entire home/apt,123,Entire guest suite,4,1.0,1.0,$189.00,False
4108794,20703613,293.0,Kitsilano,Entire home/apt,53,Entire guest suite,4,2.0,1.0,$293.00,False
4118193,85132,561.0,Downtown,Entire home/apt,0,Entire rental unit,4,2.0,1.0,$561.00,True
4137579,5059240,234.0,Grandview-Woodland,Entire home/apt,138,Entire guest suite,2,1.0,1.0,$234.00,False
4145030,1200456,176.0,Killarney,Private room,37,Private room in home,2,1.0,1.0,$176.00,False
4225233,5255749,128.0,West End,Entire home/apt,69,Entire rental unit,2,1.0,1.0,$128.00,False
4244379,81486161,195.0,Downtown Eastside,Entire home/apt,524,Entire loft,3,1.0,1.0,$195.00,False
4256725,22089242,81.0,Hastings-Sunrise,Entire home/apt,128,Entire guest suite,2,1.0,1.0,$81.00,False
4395511,194966518,73.0,Renfrew-Collingwood,Entire home/apt,366,Entire guest suite,2,1.0,1.0,$73.00,False
4447077,2968730,183.0,Strathcona,Entire home/apt,108,Entire condo,2,1.0,1.0,$183.00,False
4465068,22313196,384.0,Kitsilano,Entire home/apt,72,Entire home,5,3.0,2.5,$384.00,False
4465499,1198056,85.0,Strathcona,Shared room,44,Shared room in loft,4,2.0,1.0,$85.00,False
4493377,23307558,120.0,Kitsilano,Entire home/apt,120,Entire guest suite,4,2.0,1.0,$120.00,False
4568364,23681660,156.0,West Point Grey,Entire home/apt,401,Entire home,6,2.0,1.0,$156.00,False
4624838,23953859,129.0,Mount Pleasant,Private room,282,Private room in home,4,1.0,1.0,$129.00,False
4679955,14254168,242.0,Kitsilano,Entire home/apt,84,Entire place,6,3.0,1.5,$242.00,False
4694785,18975165,275.0,Downtown,Entire home/apt,3,Entire condo,4,1.0,1.0,$275.00,False
4747128,41526,375.0,Downtown,Private room,235,Private room in condo,2,2.0,1.5,$375.00,False
4787924,24681577,90.0,Kensington-Cedar Cottage,Entire home/apt,162,Entire guesthouse,2,1.0,1.0,$90.00,False
4817453,24809826,167.0,Riley Park,Entire home/apt,52,Entire home,2,1.0,1.0,$167.00,False
4849995,21783759,300.0,Downtown,Entire home/apt,21,Entire condo,4,2.0,2.0,$300.00,False
4888430,25151201,110.0,Mount Pleasant,Entire home/apt,611,Entire rental unit,2,1.0,1.0,$110.00,False
4924996,10237955,217.0,Grandview-Woodland,Entire home/apt,52,Entire townhouse,8,3.0,2.5,$217.00,False
4942126,25470676,100.0,Fairview,Private room,196,Private room in condo,2,1.0,1.0,$100.00,False
4995055,3959207,110.0,Riley Park,Entire home/apt,84,Entire home,2,1.0,1.0,$110.00,False
5315811,4217281,85.0,Fairview,Entire home/apt,15,Entire guest suite,2,1.0,1.0,$85.00,False
5347437,27713683,173.0,Downtown,Entire home/apt,382,Entire condo,3,2.0,1.0,$173.00,False
5423637,23977001,165.0,West End,Entire home/apt,75,Entire condo,3,2.0,1.0,$165.00,False
5439203,9809769,88.0,Downtown,Entire home/apt,171,Entire rental unit,2,0.0,1.0,$88.00,False
5471844,28381470,133.0,Kensington-Cedar Cottage,Entire home/apt,1122,Entire home,2,1.0,1.0,$133.00,False
5580678,28933810,270.0,Mount Pleasant,Entire home/apt,35,Entire condo,4,2.0,2.0,$270.00,False
5602997,28884211,258.0,Grandview-Woodland,Entire home/apt,351,Entire home,4,2.0,1.0,$258.00,False
5631903,3588418,192.0,South Cambie,Entire home/apt,316,Entire guest suite,4,2.0,1.0,$192.00,False
5747556,21294269,170.0,Grandview-Woodland,Entire home/apt,149,Entire guest suite,4,1.0,1.0,$170.00,False
5814747,7202395,92.0,Renfrew-Collingwood,Entire home/apt,423,Entire guest suite,2,0.0,1.0,$92.00,False
5877217,16152564,120.0,West End,Entire home/apt,33,Entire rental unit,2,1.0,1.0,$120.00,False
5881530,1611007,143.0,Grandview-Woodland,Entire home/apt,490,Entire home,5,2.0,1.0,$143.00,False
5884863,8952985,413.0,West Point Grey,Entire home/apt,1,Entire home,4,1.0,1.5,$413.00,False
5919984,21783759,135.0,Downtown,Entire home/apt,6,Entire condo,2,1.0,1.0,$135.00,False
6032973,1766084,1475.0,West Point Grey,Entire home/apt,42,Entire home,8,4.0,4.0,"$1,475.00",True
6055572,31427199,257.0,Kitsilano,Entire home/apt,62,Entire home,4,2.0,1.0,$257.00,False
6134895,31828821,170.0,Mount Pleasant,Entire home/apt,236,Entire home,8,3.0,2.5,$170.00,False
6187941,6887813,217.0,Downtown,Entire home/apt,57,Entire condo,2,1.0,1.0,$217.00,False
6226872,17386999,88.0,Hastings-Sunrise,Entire home/apt,119,Entire guest suite,2,1.0,1.0,$88.00,False
6324453,21976533,472.0,Mount Pleasant,Entire home/apt,118,Entire home,10,4.0,2.5,$472.00,True
6347338,30993322,125.0,Riley Park,Entire home/apt,90,Entire home,2,2.0,1.0,$125.00,False
6416686,653436,70.0,Renfrew-Collingwood,Private room,22,Private room in home,2,1.0,1.0,$70.00,False
6421331,33501321,250.0,Hastings-Sunrise,Entire home/apt,66,Entire home,4,2.0,1.5,$250.00,False
6423132,10494121,903.0,Kitsilano,Entire home/apt,57,Entire townhouse,6,4.0,2.5,$903.00,True
6425616,228917,353.0,Downtown Eastside,Entire home/apt,283,Entire rental unit,4,2.0,2.0,$353.00,False
6435598,16828389,125.0,Kerrisdale,Entire home/apt,28,Entire guest suite,2,1.0,1.0,$125.00,False
6611269,34594484,60.0,Renfrew-Collingwood,Private room,65,Private room in home,2,1.0,1.0,$60.00,False
6646902,34793582,100.0,Mount Pleasant,Entire home/apt,46,Entire rental unit,4,2.0,2.0,$100.00,False
6732143,446881,136.0,Riley Park,Entire home/apt,283,Entire home,2,0.0,1.0,$136.00,False
6747832,35329223,73.0,West Point Grey,Entire home/apt,90,Entire home,2,0.0,1.0,$73.00,False
6798565,30246923,145.0,West End,Entire home/apt,121,Entire condo,4,2.0,2.0,$145.00,False
6812180,8427578,157.0,Downtown Eastside,Entire home/apt,373,Entire home,3,2.0,1.0,$157.00,False
6836507,160970,210.0,Downtown,Entire home/apt,0,Entire rental unit,4,2.0,2.0,$210.00,False
6863617,35966943,146.0,Downtown Eastside,Private room,190,Private room in home,2,1.0,1.0,$146.00,False
6867548,21386383,120.0,Riley Park,Entire home/apt,192,Tiny home,6,2.0,1.5,$120.00,False
6897283,36141263,129.0,Dunbar Southlands,Private room,30,Private room in home,2,1.0,1.5,$129.00,False
6912562,573014,145.0,South Cambie,Private room,78,Private room in home,2,1.0,1.0,$145.00,False
6939286,36384464,161.0,Downtown Eastside,Entire home/apt,51,Entire rental unit,2,0.0,1.0,$161.00,False
6993905,6532964,119.0,West End,Private room,608,Private room in condo,2,1.0,1.0,$119.00,False
7034128,33501321,220.0,Hastings-Sunrise,Entire home/apt,72,Entire guest suite,4,2.0,1.0,$220.00,False
7054627,18823483,94.0,Victoria-Fraserview,Entire home/apt,80,Entire guest suite,3,1.0,1.0,$94.00,False
7112627,25470676,276.0,Fairview,Entire home/apt,11,Entire condo,4,2.0,2.0,$276.00,False
7163201,23431673,125.0,Downtown,Private room,264,Private room in condo,2,1.0,1.0,$125.00,False
7183413,10032155,145.0,Grandview-Woodland,Private room,218,Private room in home,2,1.0,1.0,$145.00,False
7248669,14696171,307.0,Hastings-Sunrise,Entire home/apt,97,Entire guest suite,3,1.0,1.0,$307.00,False
7478857,19844007,119.0,Grandview-Woodland,Entire home/apt,282,Entire guesthouse,2,1.0,1.0,$119.00,False
7481879,39181323,110.0,Kitsilano,Private room,114,Private room in home,3,1.0,1.0,$110.00,False
7494656,39181323,110.0,West Point Grey,Private room,148,Private room in home,2,1.0,1.0,$110.00,False
7518690,573014,149.0,South Cambie,Private room,69,Private room in home,2,1.0,1.0,$149.00,False
7547752,39552346,152.0,Renfrew-Collingwood,Entire home/apt,104,Entire guest suite,2,1.0,1.0,$152.00,False
7548858,1339708,204.0,Mount Pleasant,Entire home/apt,148,Entire loft,2,0.0,1.0,$204.00,False
7635114,39181323,127.0,West Point Grey,Private room,132,Private room in home,3,1.0,1.0,$127.00,False
7639521,6723104,156.0,Downtown Eastside,Entire home/apt,917,Entire loft,2,1.0,1.0,$156.00,False
7679929,22825384,117.0,Mount Pleasant,Entire home/apt,213,Entire guest suite,2,1.0,1.0,$117.00,False
7701543,40454619,316.0,Downtown,Private room,251,Private room in condo,2,1.0,1.0,$316.00,False
7769633,39021349,76.0,Riley Park,Private room,35,Private room in home,2,1.0,1.0,$76.00,False
7788230,40984901,44.0,Marpole,Private room,64,Private room in home,1,1.0,1.0,$44.00,False
7804061,14550059,188.0,Downtown Eastside,Entire home/apt,273,Entire condo,2,1.0,1.0,$188.00,False
7822189,40743512,26.0,Renfrew-Collingwood,Private room,63,Private room in home,1,1.0,1.0,$26.00,False
7858563,40984901,44.0,Marpole,Private room,72,Private room in home,1,1.0,1.0,$44.00,False
7858932,40984901,58.0,Marpole,Private room,66,Private room in home,2,1.0,1.0,$58.00,False
7860202,40984901,58.0,Marpole,Private room,60,Private room in home,2,1.0,1.0,$58.00,False
7860338,40984901,49.0,Marpole,Private room,37,Private room in home,1,1.0,1.0,$49.00,False
7860380,40984901,148.0,Marpole,Entire home/apt,101,Entire home,6,2.0,1.0,$148.00,False
7917307,41747653,218.0,Downtown,Entire home/apt,125,Entire loft,4,1.0,1.0,$218.00,False
7989551,21783759,208.0,Downtown,Entire home/apt,37,Entire condo,4,2.0,1.0,$208.00,False
7997635,20535222,78.0,Kensington-Cedar Cottage,Private room,229,Private room in home,2,1.0,1.0,$78.00,False
8252104,43518117,133.0,Grandview-Woodland,Entire home/apt,429,Entire guest suite,2,1.0,1.0,$133.00,False
8356680,44048197,148.0,Strathcona,Entire home/apt,656,Entire guest suite,2,0.0,1.0,$148.00,False
8371276,44119876,192.0,Downtown,Entire home/apt,104,Entire rental unit,4,2.0,1.0,$192.00,False
8429321,17382128,200.0,Fairview,Entire home/apt,174,Entire rental unit,4,1.0,1.0,$200.00,False
8434517,10634725,177.0,Mount Pleasant,Entire home/apt,109,Entire home,3,1.0,1.0,$177.00,False
8558636,1639970,90.0,Riley Park,Entire home/apt,31,Entire guest suite,1,1.0,1.0,$90.00,False
8672239,45552609,202.0,Sunset,Entire home/apt,202,Entire guest suite,5,2.0,1.0,$202.00,False
8743634,25391127,180.0,Mount Pleasant,Entire home/apt,370,Entire rental unit,4,2.0,1.0,$180.00,False
8802669,18699423,86.0,Renfrew-Collingwood,Private room,148,Private room in townhouse,2,1.0,1.5,$86.00,False
8900687,4204424,100.0,Downtown Eastside,Entire home/apt,17,Entire rental unit,2,1.0,1.0,$100.00,False
9016662,47080508,68.0,Hastings-Sunrise,Private room,0,Private room in home,1,1.0,1.0,$68.00,False
9046022,23977001,145.0,Downtown,Entire home/apt,42,Entire condo,3,2.0,1.0,$145.00,False
9315705,17432096,191.0,Kitsilano,Entire home/apt,20,Entire home,2,1.0,1.5,$191.00,False
9450480,1035917,104.0,Kitsilano,Entire home/apt,19,Camper/RV,2,1.0,0.0,$104.00,False
9515819,8979425,128.0,Grandview-Woodland,Entire home/apt,143,Entire guest suite,2,1.0,1.0,$128.00,False
9562576,19059944,251.0,Downtown,Entire home/apt,52,Entire loft,2,1.0,1.0,$251.00,False
9592923,26915703,199.0,Mount Pleasant,Entire home/apt,101,Entire condo,5,1.0,1.0,$199.00,False
9604978,49703974,119.0,Hastings-Sunrise,Entire home/apt,106,Entire home,2,1.0,1.0,$119.00,False
9867831,17432096,281.0,Kitsilano,Entire home/apt,30,Entire townhouse,4,2.0,2.5,$281.00,False
10523480,5581249,153.0,West End,Entire home/apt,382,Entire rental unit,2,0.0,1.0,$153.00,False
10598712,8763079,250.0,West End,Entire home/apt,69,Entire condo,6,2.0,2.0,$250.00,False
10786475,55809940,150.0,Arbutus Ridge,Entire home/apt,25,Entire guest suite,4,2.0,1.0,$150.00,False
10924322,54258070,160.0,Downtown Eastside,Entire home/apt,223,Entire loft,3,1.0,1.0,$160.00,False
10992078,37451224,105.0,Dunbar Southlands,Entire home/apt,174,Entire guest suite,6,2.0,1.0,$105.00,False
11242550,34594484,58.0,Renfrew-Collingwood,Private room,55,Private room in home,1,1.0,1.0,$58.00,False
11261229,21294269,192.0,Grandview-Woodland,Entire home/apt,163,Entire guest suite,6,2.0,2.0,$192.00,False
11305898,59106857,228.0,Hastings-Sunrise,Entire home/apt,39,Entire guest suite,6,2.0,1.0,$228.00,False
11319317,27068641,187.0,Downtown,Entire home/apt,93,Entire rental unit,2,0.0,1.0,$187.00,False
11401593,9567509,441.0,Kitsilano,Entire home/apt,207,Entire guest suite,4,2.0,1.0,$441.00,True
11548616,22893837,110.0,Hastings-Sunrise,Entire home/apt,318,Entire home,2,0.0,1.0,$110.00,False
11550687,60939105,40.0,Kensington-Cedar Cottage,Private room,16,Private room in home,1,1.0,1.0,$40.00,False
11638140,55967577,757.0,Kitsilano,Entire home/apt,180,Entire home,6,3.0,2.0,$757.00,True
11851708,63122562,150.0,Riley Park,Entire home/apt,232,Entire guest suite,2,1.0,1.0,$150.00,False
11906047,54545860,203.0,Kensington-Cedar Cottage,Entire home/apt,227,Entire home,5,2.0,1.0,$203.00,False
11922799,63610793,99.0,Downtown,Entire home/apt,50,Entire condo,2,0.0,1.0,$99.00,False
11950920,36040844,142.0,West Point Grey,Entire home/apt,270,Entire home,2,1.0,1.0,$142.00,False
12213507,4292086,185.0,West End,Entire home/apt,46,Entire condo,4,2.0,1.0,$185.00,False
12285968,2890760,125.0,Kensington-Cedar Cottage,Entire home/apt,213,Entire home,4,2.0,1.0,$125.00,False
12304783,66346226,160.0,Hastings-Sunrise,Entire home/apt,318,Entire home,5,2.0,2.0,$160.00,False
12309772,930612,236.0,Downtown,Entire home/apt,299,Entire rental unit,5,2.0,2.0,$236.00,False
12313584,66415412,300.0,Downtown,Entire home/apt,0,Entire rental unit,4,2.0,2.0,$300.00,False
12336968,113740248,3325.0,Kensington-Cedar Cottage,Entire home/apt,79,Entire home,11,5.0,3.0,"$3,325.00",True
12391067,21783759,125.0,Downtown,Entire home/apt,40,Entire condo,2,1.0,1.0,$125.00,False
12500432,67690876,117.0,Dunbar Southlands,Private room,79,Private room in home,2,1.0,1.0,$117.00,False
12522460,30064922,155.0,Fairview,Private room,109,Private room in rental unit,2,1.0,1.0,$155.00,False
12603779,68401435,120.0,Kitsilano,Entire home/apt,10,Entire rental unit,2,1.0,1.0,$120.00,False
12604369,12590876,216.0,Riley Park,Entire home/apt,532,Entire guest suite,4,1.0,1.0,$216.00,False
12816373,68928790,139.0,Kerrisdale,Entire home/apt,4,Entire home,4,2.0,1.0,$139.00,False
12848264,53042544,248.0,Kitsilano,Entire home/apt,54,Entire guest suite,4,2.0,2.0,$248.00,False
13000591,19475867,105.0,Marpole,Entire home/apt,68,Entire home,2,1.0,1.0,$105.00,False
13032884,72034701,221.0,Downtown,Entire home/apt,5,Entire condo,4,2.0,2.0,$221.00,False
13062709,30899,301.0,Downtown,Entire home/apt,0,Entire condo,5,2.0,2.0,$301.00,False
13093588,23977001,150.0,Downtown,Entire home/apt,28,Entire condo,2,1.0,1.0,$150.00,False
13095062,29412479,199.0,Riley Park,Entire home/apt,19,Entire home,6,3.0,2.0,$199.00,False
13095272,72715557,128.0,Grandview-Woodland,Private room,32,Private room in home,2,1.0,1.0,$128.00,False
13131513,8979425,68.0,Grandview-Woodland,Private room,142,Private room in home,2,1.0,1.5,$68.00,False
13157169,73455996,260.0,Riley Park,Entire home/apt,118,Entire guest suite,4,2.0,2.0,$260.00,False
13274735,74384371,155.0,Grandview-Woodland,Entire home/apt,435,Entire rental unit,4,1.0,1.0,$155.00,False
13284025,72574567,132.0,Sunset,Entire home/apt,169,Entire home,4,1.0,1.0,$132.00,False
